-0.32,0.01,-0.21,-0.95,0.76,999.99,-11.60,190.24,-401.36,-0.02,0.10,266.12
-0.22,0.24,0.06,-0.95,0.76,999.99,-11.60,190.24,-401.36,-0.02,0.10,266.12
0.03,0.10,0.13,-0.83,0.52,999.99,-13.34,183.86,-403.68,-0.01,0.10,266.11
-0.08,-0.03,-0.11,-0.83,0.39,999.74,-13.34,183.86,-403.68,-0.01,0.10,266.10
-0.04,-0.10,-0.10,-0.71,0.27,999.74,-13.34,183.86,-403.68,-0.01,0.10,266.09
-0.29,0.09,-0.22,-0.71,0.27,999.74,-13.34,183.86,-403.68,-0.02,0.10,266.08
-0.29,0.18,-0.22,-0.47,0.39,999.74,-13.34,183.86,-403.68,-0.02,0.10,266.07
-0.10,-0.01,-0.11,-0.47,0.64,999.86,-13.34,183.86,-403.68,-0.02,0.10,266.06
-0.15,0.22,-0.20,-0.34,0.64,999.99,-9.28,193.14,-396.14,-0.02,0.10,266.08
-0.06,0.03,0.27,-0.34,0.64,999.99,-9.28,193.14,-396.14,-0.02,0.10,266.10
0.03,-0.09,0.09,-0.47,0.64,999.99,-9.28,193.14,-396.14,-0.02,0.10,266.12
0.13,0.16,0.14,-0.34,0.64,999.74,-9.28,193.14,-396.14,-0.01,0.10,266.14
0.04,0.16,0.05,-0.47,0.88,999.50,-9.28,193.14,-396.14,-0.01,0.10,266.16
-0.01,0.01,0.06,-0.47,0.88,999.50,-9.28,193.14,-396.14,-0.01,0.09,266.18
0.05,0.04,0.14,-0.47,1.00,999.50,-9.28,193.14,-396.14,-0.01,0.09,266.20
0.16,0.23,-0.06,-0.47,1.00,999.38,-10.44,192.56,-404.26,-0.01,0.09,266.21
-0.27,-0.06,-0.01,-0.59,0.76,999.25,-10.44,192.56,-404.26,-0.01,0.09,266.22
-0.37,0.07,-0.22,-0.59,0.76,999.25,-10.44,192.56,-404.26,-0.01,0.09,266.22
0.00,0.40,-0.08,-0.47,0.52,999.25,-10.44,192.56,-404.26,-0.01,0.09,266.23
-0.08,0.24,-0.20,-0.47,0.39,999.38,-10.44,192.56,-404.26,-0.01,0.09,266.24
0.08,0.16,-0.12,-0.34,0.03,999.50,-10.44,192.56,-404.26,-0.01,0.09,266.25
0.17,0.22,0.01,-0.47,-0.34,999.38,-10.44,192.56,-404.26,-0.01,0.09,266.26
-0.28,0.13,-0.08,-0.47,-0.34,999.38,-9.86,191.40,-401.94,-0.01,0.09,266.27
-0.15,0.24,0.12,-0.59,-0.58,999.50,-9.86,191.40,-401.94,-0.01,0.09,266.28
-0.34,0.10,-0.05,-0.71,-0.46,999.50,-9.86,191.40,-401.94,-0.01,0.09,266.29
-0.14,0.28,-0.03,-0.95,-0.46,999.38,-9.86,191.40,-401.94,-0.02,0.09,266.30
0.06,0.07,0.34,-0.95,-0.46,999.38,-9.86,191.40,-401.94,-0.01,0.09,266.32
-0.08,-0.03,0.03,-0.95,-0.22,999.38,-9.86,191.40,-401.94,-0.02,0.09,266.33
-0.12,0.32,-0.01,-0.83,0.39,999.50,-10.44,186.76,-388.60,-0.02,0.09,266.33
-0.03,-0.00,0.05,-0.83,0.88,999.62,-10.44,186.76,-388.60,-0.01,0.09,266.34
-0.25,-0.03,0.05,-0.83,0.88,999.62,-10.44,186.76,-388.60,-0.02,0.09,266.35
-0.08,0.04,0.01,-0.71,1.00,999.62,-10.44,186.76,-388.60,-0.01,0.09,266.35
0.19,0.14,0.25,-0.71,1.00,999.74,-10.44,186.76,-388.60,-0.01,0.09,266.36
0.02,-0.13,-0.11,-0.71,0.76,999.62,-10.44,186.76,-388.60,-0.01,0.09,266.36
0.20,-0.17,0.13,-0.71,0.76,999.62,-10.44,186.76,-388.60,-0.01,0.09,266.37
-0.09,0.10,-0.15,-0.71,0.52,999.86,-1.16,183.28,-388.02,-0.01,0.09,266.43
-0.01,-0.31,-0.18,-0.71,0.15,999.74,-1.16,183.28,-388.02,-0.01,0.08,266.49
0.18,-0.17,-0.01,-0.71,-0.22,999.62,-1.16,183.28,-388.02,-0.01,0.08,266.55
-0.14,0.15,0.06,-0.71,-0.22,999.62,-1.16,183.28,-388.02,-0.01,0.08,266.61
-0.19,0.07,0.12,-0.71,-0.34,999.74,-1.16,183.28,-388.02,-0.01,0.08,266.66
0.16,0.29,0.24,-0.83,-0.34,999.99,-1.16,183.28,-388.02,-0.01,0.08,266.72
0.17,-0.20,0.11,-0.71,-0.22,1000.11,-15.08,184.44,-382.22,-0.01,0.08,266.69
-0.08,0.20,0.42,-0.71,-0.22,1000.23,-15.08,184.44,-382.22,-0.01,0.08,266.66
-0.23,0.29,0.04,-0.71,-0.22,1000.23,-15.08,184.44,-382.22,-0.01,0.08,266.63
-0.23,0.09,-0.29,-0.47,0.03,1000.23,-15.08,184.44,-382.22,-0.01,0.08,266.60
-0.02,0.24,0.13,-0.22,0.03,1000.35,-15.08,184.44,-382.22,-0.01,0.08,266.57
-0.10,0.36,-0.30,-0.22,0.03,1000.35,-15.08,184.44,-382.22,-0.01,0.08,266.54
0.17,0.13,-0.05,-0.22,0.03,1000.35,-15.08,184.44,-382.22,-0.01,0.08,266.51
-0.18,0.18,0.27,-0.22,0.03,1000.47,-8.70,189.66,-391.50,-0.01,0.08,266.53
-0.15,0.29,0.16,0.02,-0.09,1000.35,-8.70,189.66,-391.50,-0.01,0.08,266.55
0.21,0.03,0.33,0.14,0.15,1000.35,-8.70,189.66,-391.50,-0.01,0.08,266.56
0.11,0.36,0.16,0.14,0.15,1000.35,-8.70,189.66,-391.50,-0.01,0.08,266.57
0.20,0.19,0.08,0.02,0.39,1000.47,-8.70,189.66,-391.50,-0.01,0.08,266.59
0.05,0.21,0.08,0.14,0.52,1000.60,-8.70,189.66,-391.50,-0.01,0.08,266.60
-0.27,-0.13,-0.43,0.02,0.64,1000.23,-8.70,189.66,-391.50,-0.01,0.08,266.61
