-0.08,0.30,-0.14,18.09,26.31,1010.77,-145.00,225.62,-275.50,1.49,-1.03,238.967346
-0.23,0.21,-0.03,16.14,23.13,1009.30,-143.84,226.20,-273.18,1.31,-0.92,239.039322
0.07,-0.03,0.04,14.31,20.33,1007.96,-143.84,226.20,-273.18,1.16,-0.81,238.868134
0.46,-0.04,0.07,14.31,20.33,1007.96,-143.84,226.20,-273.18,1.16,-0.81,238.868134
0.25,-0.17,0.09,12.60,17.77,1006.98,-143.84,226.20,-273.18,1.01,-0.72,238.708878
-0.31,0.32,-0.03,11.02,15.57,1006.01,-143.84,226.20,-273.18,0.89,-0.63,238.565887
-0.16,0.44,0.05,9.80,13.62,1005.40,-143.84,226.20,-273.18,0.78,-0.56,238.447525
0.11,0.16,-0.16,8.46,11.79,1004.54,-151.38,224.46,-272.02,0.67,-0.48,236.779846
0.34,0.09,0.18,8.46,11.79,1004.54,-151.38,224.46,-272.02,0.67,-0.48,236.779846
0.24,0.13,0.06,7.36,10.57,1004.06,-151.38,224.46,-272.02,0.60,-0.42,236.689438
0.14,-0.03,-0.10,6.50,9.35,1003.57,-151.38,224.46,-272.02,0.53,-0.37,236.610596
-0.00,-0.43,0.07,5.77,8.37,1002.96,-151.38,224.46,-272.02,0.48,-0.33,236.545212
-0.00,-0.07,-0.21,5.28,7.40,1002.71,-151.38,224.46,-272.02,0.42,-0.30,236.491211
-0.17,0.19,-0.38,5.28,7.40,1002.71,-147.32,223.30,-275.50,0.42,-0.30,237.083374
-0.19,-0.05,-0.01,4.43,6.42,1002.23,-147.32,223.30,-275.50,0.37,-0.25,237.010300
0.09,0.14,0.03,3.82,5.69,1001.98,-147.32,223.30,-275.50,0.33,-0.22,236.956894
0.12,-0.07,-0.17,3.21,4.96,1001.86,-147.32,223.30,-275.50,0.28,-0.18,236.903381
-0.15,0.44,-0.18,2.72,4.47,1001.86,-147.32,223.30,-275.50,0.26,-0.16,236.863678
-0.02,0.30,0.13,2.36,3.98,1001.62,-147.32,223.30,-275.50,0.23,-0.13,236.830017
0.01,0.21,-0.03,2.36,3.98,1001.62,-147.32,223.30,-275.50,0.23,-0.13,236.830017
-0.12,-0.04,-0.30,1.87,3.37,1001.49,-148.48,223.88,-275.50,0.19,-0.11,236.647400
0.11,-0.22,-0.05,1.50,3.13,1001.13,-148.48,223.88,-275.50,0.18,-0.09,236.621689
-0.17,0.15,-0.12,1.14,2.64,1001.01,-148.48,223.88,-275.50,0.15,-0.06,236.588058
0.00,0.16,-0.06,1.01,2.27,1000.76,-148.48,223.88,-275.50,0.13,-0.06,236.570312
-0.18,0.11,-0.25,1.01,2.27,1000.76,-148.48,223.88,-275.50,0.13,-0.06,236.570312
-0.01,0.30,0.02,0.77,2.03,1000.64,-148.48,223.88,-275.50,0.12,-0.04,236.550507
0.01,-0.04,0.08,0.53,1.54,1000.52,-150.80,222.14,-275.50,0.09,-0.03,235.905640
0.08,0.05,0.10,0.53,1.30,1000.40,-150.80,222.14,-275.50,0.07,-0.03,235.897614
0.08,0.35,0.10,0.40,1.17,1000.40,-150.80,222.14,-275.50,0.07,-0.02,235.887650
0.10,-0.06,0.25,0.40,1.17,1000.40,-150.80,222.14,-275.50,0.07,-0.02,235.887650
0.02,0.35,-0.07,0.28,1.05,1000.27,-150.80,222.14,-275.50,0.06,-0.02,235.877716
-0.33,0.31,-0.43,0.16,0.93,1000.64,-150.80,222.14,-275.50,0.05,-0.01,235.867737
-0.24,0.30,-0.02,0.16,1.05,1000.40,-151.96,218.08,-272.02,0.06,-0.01,235.173767
0.24,-0.24,0.11,-0.08,0.81,1000.40,-151.96,218.08,-272.02,0.05,0.00,235.153885
0.16,-0.03,-0.21,-0.08,0.81,1000.40,-151.96,218.08,-272.02,0.05,0.00,235.153885
-0.28,-0.06,0.16,-0.08,0.44,1000.15,-151.96,218.08,-272.02,0.03,0.00,235.141632
